"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5"
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-02-27",,,,,"0.34",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-02-28",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-02-29",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-01",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-02",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-03",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-04",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-05",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-06",,,,,"0.04",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-07",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-08",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-09",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-10",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-11",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-12",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-13",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-14",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-15",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-17",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-18",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-19",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-20",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-21",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-22",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-23",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-24",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-25",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-26",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-27",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-28",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-29",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-30",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-03-31",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-04-01",,,,,"0.12",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-04-02",,,,,"0.00",,,,,,,,,,
"US1FLOR0035","BAY LAKE 4.1 WSW, FL US","28.356718","-81.633374","37.2","2020-04-03",,,,,"0.00",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-01",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-02",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-05",,,,,"0.92",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-06",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-07",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-08",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-09",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-10",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-11",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-12",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-13",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-14",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-15",,,,,"0.05",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-16",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-17",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-18",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-19",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-20",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-21",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-22",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-23",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-24",,,,,"0.10",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-25",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-26",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-27",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-28",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-29",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-30",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-01-31",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-01",,,,,"0.11",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-02",,,,,"0.12",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-05",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-06",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-07",,,,,"0.72",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-08",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-09",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-10",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-11",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-12",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-13",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-14",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-15",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-16",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-17",,,,,"0.09",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-18",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-19",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-20",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-21",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-22",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-23",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-24",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-25",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-26",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-27",,,,,"0.09",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-28",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-02-29",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-01",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-02",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-05",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-06",,,,,"0.03",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-07",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-08",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-09",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-10",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-11",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-12",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-13",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-14",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-15",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-16",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-17",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-18",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-19",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-20",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-21",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-22",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-23",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-24",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-25",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-26",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-27",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-28",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-29",,,,,"0.00","0.0",,,,,,,,,
